99,99,0,1.000000
99,98,0,1.000000
99,97,0,1.000000
99,96,0,1.000000
99,95,0,1.000000
99,94,0,1.000000
99,93,0,1.000000
99,92,0,1.000000
99,91,0,1.000000
99,90,2,0.824179
99,89,0,1.000000
99,88,0,1.000000
99,87,0,1.000000
99,86,0,1.000000
99,85,0,1.000000
99,84,0,1.000000
99,83,0,1.000000
99,82,0,1.000000
99,81,0,1.000000
99,80,3,0.920378
99,79,0,1.000000
99,78,0,1.000000
99,77,0,1.000000
99,76,0,1.000000
99,75,0,1.000000
99,74,0,1.000000
99,73,0,1.000000
99,72,0,1.000000
99,71,0,1.000000
99,70,6,0.994863
99,69,0,1.000000
99,68,0,1.000000
99,67,2,1.000001
99,66,0,1.000000
99,65,0,1.000000
99,64,0,1.000000
99,63,0,1.000000
99,62,0,1.000000
99,61,0,1.000000
99,60,9,0.999997
99,59,10,1.000001
99,58,0,1.000000
99,57,0,1.000000
99,56,0,1.000000
99,55,0,1.000000
99,54,0,1.000000
99,53,0,1.000000
99,52,0,1.000000
99,51,0,1.000000
99,50,5,0.999847
99,49,0,1.000000
99,48,0,1.000000
99,47,0,1.000000
99,46,2,1.000001
99,45,0,1.000000
99,44,0,1.000000
99,43,0,1.000000
99,42,0,1.000000
99,41,0,1.000000
99,40,8,0.999998
99,39,2,1.000001
99,38,10,1.000001
99,37,0,1.000000
99,36,2,1.000000
99,35,6,1.000002
99,34,7,1.000001
99,33,0,1.000000
99,32,0,1.000000
99,31,10,1.000001
99,30,6,1.000001
99,29,6,1.000000
99,28,0,1.000000
99,27,6,1.000000
99,26,0,1.000000
99,25,2,1.000000
99,24,0,1.000000
99,23,0,1.000000
99,22,0,1.000000
99,21,6,1.000002
99,20,7,1.000001
99,19,6,1.000000
99,18,6,1.000001
99,17,6,1.000001
99,16,6,1.000001
99,15,2,1.000000
99,14,6,1.000002
99,13,7,1.000002
99,12,2,1.000000
99,11,0,1.000000
99,10,6,1.000002
99,9,6,1.000002
99,8,6,1.000002
99,7,6,1.000002
99,6,7,1.000001
99,5,6,1.000002
99,4,6,1.000002
99,3,2,1.000000
99,2,2,1.000000
99,1,6,1.000002
99,0,6,1.000002
98,99,0,1.000000
98,98,0,1.000000
98,97,0,1.000000
98,96,0,1.000000
98,95,0,1.000000
98,94,0,1.000000
98,93,0,1.000000
98,92,0,1.000000
98,91,0,1.000000
98,90,0,1.000000
98,89,0,1.000000
94,98,0,1.000000
98,88,0,1.000000
98,87,0,1.000000
98,86,0,1.000000
98,85,0,1.000000
98,84,0,1.000000
98,83,0,1.000000
98,82,0,1.000000
98,81,0,1.000000
98,80,0,1.000000
98,79,0,1.000000
96,98,0,1.000000
94,99,0,1.000000
89,98,0,0.598122
98,78,0,1.000000
98,77,0,1.000000
98,76,0,1.000000
98,75,0,1.000000
98,74,0,1.000000
98,73,0,1.000000
98,72,0,1.000000
98,71,0,1.000000
98,70,0,1.000000
98,69,0,1.000000
98,68,0,1.000000
98,67,0,1.000000
98,66,0,1.000000
98,65,0,1.000000
98,64,0,1.000000
98,63,0,1.000000
98,62,0,1.000000
98,61,2,1.000001
98,60,0,1.000000
98,59,0,1.000000
98,58,0,1.000000
98,57,6,1.000002
98,56,7,1.000001
98,55,2,1.000000
98,54,2,1.000001
98,53,2,1.000000
98,52,2,1.000000
98,51,2,1.000000
98,50,6,1.000002
98,49,7,1.000001
98,48,6,1.000002
98,47,6,1.000002
98,46,6,1.000002
98,45,6,1.000002
98,44,6,1.000002
98,43,2,1.000000
98,42,6,1.000001
98,41,2,1.000000
98,40,6,1.000002
98,39,6,1.000002
98,38,6,1.000002
98,37,6,1.000002
98,36,6,1.000002
98,35,7,1.000002
98,34,6,1.000002
98,33,2,1.000001
98,32,2,1.000000
98,31,2,1.000000
98,30,6,1.000002
98,29,6,1.000002
98,28,7,1.000002
98,27,6,1.000002
98,26,6,1.000002
98,25,6,1.000002
